time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh
2024-04-01 00:00,10856.448,8492.303,0.000,0.000
2024-04-01 00:15,10856.672,8492.303,0.000,0.000
2024-04-01 00:30,10856.925,8492.303,0.000,0.000
2024-04-01 00:45,10857.206,8492.303,0.000,0.000
2024-04-01 01:00,10857.453,8492.303,0.000,0.000
2024-04-01 01:15,10857.519,8492.303,0.000,0.000
2024-04-01 01:30,10857.632,8492.303,0.000,0.000
2024-04-01 01:45,10857.695,8492.303,0.000,0.000
2024-04-01 02:00,10857.760,8492.303,0.000,0.000
2024-04-01 02:15,10857.857,8492.303,0.000,0.000
2024-04-01 02:30,10857.926,8492.303,0.000,0.000
2024-04-01 02:45,10857.983,8492.303,0.000,0.000
2024-04-01 03:00,10858.111,8492.303,0.000,0.000
2024-04-01 03:15,10858.163,8492.303,0.000,0.000
2024-04-01 03:30,10858.265,8492.303,0.000,0.000
2024-04-01 03:45,10858.330,8492.303,0.000,0.000
2024-04-01 04:00,10858.409,8492.303,0.000,0.000
2024-04-01 04:15,10858.509,8492.303,0.000,0.000
2024-04-01 04:30,10858.566,8492.303,0.000,0.000
2024-04-01 04:45,10858.614,8492.303,0.000,0.000
2024-04-01 05:00,10858.706,8492.303,0.000,0.000
2024-04-01 05:15,10858.753,8492.303,0.000,0.000
2024-04-01 05:30,10858.791,8492.303,0.000,0.000
2024-04-01 05:45,10858.865,8492.303,0.000,0.000
2024-04-01 06:00,10858.904,8492.303,0.000,0.000
2024-04-01 06:15,10858.965,8492.303,0.000,0.000
2024-04-01 06:30,10859.055,8492.303,0.000,0.000
2024-04-01 06:45,10859.099,8492.303,0.000,0.000
2024-04-01 07:00,10859.177,8492.303,0.000,0.000
2024-04-01 07:15,10859.227,8492.303,0.000,0.000
2024-04-01 07:30,10859.284,8492.303,0.000,0.000
2024-04-01 07:45,10859.361,8492.303,0.000,0.000
2024-04-01 08:00,10859.398,8492.303,0.000,0.000
2024-04-01 08:15,10859.601,8492.303,0.000,0.000
2024-04-01 08:30,10859.691,8492.303,0.000,0.000
2024-04-01 08:45,10859.760,8492.303,0.000,0.000
2024-04-01 09:00,10859.873,8492.303,0.000,0.000
2024-04-01 09:15,10859.913,8492.303,0.000,0.000
2024-04-01 09:30,10859.959,8492.303,0.000,0.000
2024-04-01 09:45,10860.016,8492.303,0.000,0.000
2024-04-01 10:00,10860.071,8492.303,0.000,0.000
2024-04-01 10:15,10860.116,8492.303,0.000,0.000
2024-04-01 10:30,10860.201,8492.303,0.000,0.000
2024-04-01 10:45,10860.255,8492.303,0.000,0.000
2024-04-01 11:00,10860.425,8492.303,0.000,0.000
2024-04-01 11:15,10861.000,8492.303,0.000,0.000
2024-04-01 11:30,10861.629,8492.303,0.000,0.000
2024-04-01 11:45,10861.826,8492.303,0.000,0.000
2024-04-01 12:00,10861.896,8492.303,0.000,0.000
2024-04-01 12:15,10861.964,8492.303,0.000,0.000
2024-04-01 12:30,10862.083,8492.303,0.000,0.000
2024-04-01 12:45,10862.141,8492.303,0.000,0.000
2024-04-01 13:00,10862.205,8492.303,0.000,0.000
2024-04-01 13:15,10862.278,8492.303,0.000,0.000
2024-04-01 13:30,10862.511,8492.303,0.000,0.000
2024-04-01 13:45,10862.555,8492.303,0.000,0.000
2024-04-01 14:00,10862.650,8492.303,0.000,0.000
2024-04-01 14:15,10862.695,8492.303,0.000,0.000
2024-04-01 14:30,10862.755,8492.303,0.000,0.000
2024-04-01 14:45,10862.807,8492.303,0.000,0.000
2024-04-01 15:00,10862.876,8492.303,0.000,0.000
2024-04-01 15:15,10862.947,8492.303,0.000,0.000
2024-04-01 15:30,10863.080,8492.303,0.000,0.000
2024-04-01 15:45,10863.249,8492.303,0.000,0.000
2024-04-01 16:00,10863.620,8492.303,0.000,0.000
2024-04-01 16:15,10864.233,8492.303,0.000,0.000
2024-04-01 16:30,10864.510,8492.303,0.000,0.000
2024-04-01 16:45,10864.607,8492.303,0.000,0.000
2024-04-01 17:00,10864.996,8492.303,0.000,0.000
2024-04-01 17:15,10865.341,8492.303,0.000,0.000
2024-04-01 17:30,10865.411,8492.303,0.000,0.000
2024-04-01 17:45,10865.562,8492.303,0.000,0.000
2024-04-01 18:00,10865.638,8492.303,0.000,0.000
2024-04-01 18:15,10865.723,8492.303,0.000,0.000
2024-04-01 18:30,10865.768,8492.303,0.000,0.000
2024-04-01 18:45,10865.801,8492.303,0.000,0.000
2024-04-01 19:00,10865.836,8492.303,0.000,0.000
2024-04-01 19:15,10865.873,8492.303,0.000,0.000
2024-04-01 19:30,10865.920,8492.303,0.000,0.000
2024-04-01 19:45,10865.959,8492.303,0.000,0.000
2024-04-01 20:00,10866.005,8492.303,0.000,0.000
2024-04-01 20:15,10866.712,8492.303,0.000,0.000
2024-04-01 20:30,10866.979,8492.303,0.000,0.000
2024-04-01 20:45,10867.374,8492.303,0.000,0.000
2024-04-01 21:00,10867.475,8492.303,0.000,0.000
2024-04-01 21:15,10867.617,8492.303,0.000,0.000
2024-04-01 21:30,10867.765,8492.303,0.000,0.000
2024-04-01 21:45,10867.987,8492.303,0.000,0.000
2024-04-01 22:00,10868.041,8492.303,0.000,0.000
2024-04-01 22:15,10868.106,8492.303,0.000,0.000
2024-04-01 22:30,10868.189,8492.303,0.000,0.000
2024-04-01 22:45,10868.262,8492.303,0.000,0.000
2024-04-01 23:00,10868.304,8492.303,0.000,0.000
2024-04-01 23:15,10868.447,8492.303,0.000,0.000
2024-04-01 23:30,10868.500,8492.303,0.000,0.000
2024-04-01 23:45,10868.564,8492.303,0.000,0.000
2024-04-02 00:00,10868.635,8492.303,0.000,0.000
2024-04-02 00:15,10868.695,8492.303,0.000,0.000
2024-04-02 00:30,10868.843,8492.303,0.000,0.000
